id,created_at,full_name,age,nationality,social_status,no_of_children,has_second_home,timing_to_buy,primary_reason,property_type,unit_size,price_range,home_features,staff_accommodation,premium_features,exterior_colour,sport_amenities,additional_amenities,managed_rental,raw_answers,payment_plan,travel_to_destination,community_mobility
0a6454b8-e597-40ca-b4c4-77329635b0e2,2026-09-09 13:51:49.036244+00,,55–64,United Kingdom,Married,2,No,2028 – 2029,Both,Beach Villa,2BR,1.5M–3M SAR,"[""Sea Views"",""Balconies & Terraces"",""Privacy""]",Not required,"[""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""]","[""Sand""]","[""Other: golf""]","[""Spa & Gym"",""Ladies Facilities"",""Cafes"",""Beach Club"",""Restaurants""]",No,"{""age"":""55–64"",""unit_size"":""2BR"",""nationality"":""United Kingdom"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views"",""Balconies & Terraces"",""Privacy""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""No"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Other: golf""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen"",""Kitchen Appliances""],""community_mobility"":[""Walking"",""Private Buggy"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Ladies Facilities"",""Cafes"",""Beach Club"",""Restaurants""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Walking"",""Private Buggy"",""Shared Buggy / Community Shuttle""]"
0ae6e14c-db08-4f15-a87c-bab3d5f20b96,2026-09-10 06:55:11.676793+00,,35–44,Saudi Arabia,Married,2,No,2030 onwards,Both,Apartment,4BR,1.5M–3M SAR,"[""Balconies & Terraces"",""Park Views"",""Sea Views""]",,"[""Built-in Wardrobes"",""Kitchen Appliances"",""Installed Kitchen"",""Private Pool""]","[""Other: white""]","[""Padel"",""Football"",""Water sports""]","[""Spa & Gym"",""Social Lounge"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Yes,"{""age"":""35–44"",""unit_size"":""4BR"",""nationality"":""Saudi Arabia"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Balconies & Terraces"",""Park Views"",""Sea Views""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Yes"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Other: white""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Football"",""Water sports""],""premium_features"":[""Built-in Wardrobes"",""Kitchen Appliances"",""Installed Kitchen"",""Private Pool""],""community_mobility"":[""Shared Buggy / Community Shuttle"",""Private Buggy"",""Cycling"",""Walking""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Social Lounge"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Shared Buggy / Community Shuttle"",""Private Buggy"",""Cycling"",""Walking""]"
0b1e4a63-802c-4b5b-8e4f-0527a41aefec,2026-09-10 09:55:34.511852+00,,45–54,Egypt,Married,2,No,2028 – 2029,Both,Apartment,2BR,700k–1.5M SAR,"[""Sea Views""]",,"[""Built-in Wardrobes"",""Installed Kitchen""]","[""Sage""]","[""Water sports"",""Padel"",""Football""]","[""Children's Club"",""Cafes"",""Restaurants""]",Yes,"{""age"":""45–54"",""unit_size"":""2BR"",""nationality"":""Egypt"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Sea Views""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Water sports"",""Padel"",""Football""],""premium_features"":[""Built-in Wardrobes"",""Installed Kitchen""],""community_mobility"":[""Shared Buggy / Community Shuttle"",""Cycling"",""Personal Car""],""staff_accommodation"":null,""additional_amenities"":[""Children's Club"",""Cafes"",""Restaurants""],""travel_to_destination"":""Air""}",3–5 years,Air,"[""Shared Buggy / Community Shuttle"",""Cycling"",""Personal Car""]"
0b3c6fa4-f067-47dc-a37c-f980f7595035,2026-09-09 13:16:53.210729+00,,45–54,Egypt,Married,2,Self-owned,2028 – 2029,Both,Apartment,3BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Park Views""]",,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sage"",""Sand""]","[""Padel"",""Volleyball"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Restaurants"",""Beach Club"",""Retail"",""Cafes"",""Ladies Facilities""]",Depends on fees & flexibility,"{""age"":""45–54"",""unit_size"":""3BR"",""nationality"":""Egypt"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""3–5 years"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Park Views""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Both"",""exterior_colour"":[""Sage"",""Sand""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Padel"",""Volleyball"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Cycling"",""Private Buggy"",""Walking"",""Shared Buggy / Community Shuttle""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Restaurants"",""Beach Club"",""Retail"",""Cafes"",""Ladies Facilities""],""travel_to_destination"":""Car""}",3–5 years,Car,"[""Cycling"",""Private Buggy"",""Walking"",""Shared Buggy / Community Shuttle""]"
0c0643cd-5e1f-42fa-a026-43f383817ed7,2026-09-09 13:20:18.638245+00,,35–44,Pakistan,Married,4+,Self-owned,2028 – 2029,Both,Beach Villa,2BR,700k–1.5M SAR,"[""Privacy"",""Outdoor Space"",""Sea Views""]",Both,"[""Installed Kitchen""]","[""Blue""]","[""Football"",""Water sports"",""Padel""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Retail""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Pakistan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Privacy"",""Outdoor Space"",""Sea Views""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""4+"",""primary_reason"":""Both"",""exterior_colour"":[""Blue""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Football"",""Water sports"",""Padel""],""premium_features"":[""Installed Kitchen""],""community_mobility"":[""Walking""],""staff_accommodation"":""Both"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Retail""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking""]"
0ca59c26-d3c8-41b2-a535-e9d9c2e77e5a,2026-09-09 14:53:07.005212+00,,55–64,United Kingdom,Married,1,No,2030 onwards,Both,Apartment,2BR,700k–1.5M SAR,"[""Other: Space in the apartment""]",,"[""Installed Kitchen"",""Built-in Wardrobes""]","[""Sand""]","[""Tennis"",""Basketball""]","[""Spa & Gym"",""Restaurants"",""Cafes"",""Beach Club"",""Retail""]",Depends on return,"{""age"":""55–64"",""unit_size"":""2BR"",""nationality"":""United Kingdom"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Other: Space in the apartment""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on return"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Tennis"",""Basketball""],""premium_features"":[""Installed Kitchen"",""Built-in Wardrobes""],""community_mobility"":[""Private Buggy""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Restaurants"",""Cafes"",""Beach Club"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Private Buggy""]"
0cd8c359-6ba3-48f1-9642-e8052c2790da,2026-09-10 07:56:55.248526+00,,55–64,United Kingdom,Married,3,No,2026 – 2027,Family holidays,Beach Villa,4BR,1.5M–3M SAR,"[""Outdoor Space"",""Sea Views"",""Privacy""]",Not required,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""]","[""Sand""]","[""Water sports""]","[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Depends on return,"{""age"":""55–64"",""unit_size"":""4BR"",""nationality"":""United Kingdom"",""price_range"":""1.5M–3M SAR"",""payment_plan"":""Upfront cash in full"",""home_features"":[""Outdoor Space"",""Sea Views"",""Privacy""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2026 – 2027"",""managed_rental"":""Depends on return"",""no_of_children"":""3"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Water sports""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking"",""Cycling"",""Personal Car""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",Upfront cash in full,Air,"[""Walking"",""Cycling"",""Personal Car""]"
0de77bd4-e633-44d2-9f85-5783103e8589,2026-09-10 06:25:27.0878+00,,35–44,Saudi Arabia,Married,4+,Family-owned,2030 onwards,Both,Villa,3BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""]",A maid's room,"[""Private Pool"",""Installed Kitchen""]","[""Sand""]","[""Padel"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Cafes"",""Restaurants"",""Beach Club""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""4+"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""Family-owned"",""sport_amenities"":[""Padel"",""Water sports""],""premium_features"":[""Private Pool"",""Installed Kitchen""],""community_mobility"":[""Private Buggy""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Cafes"",""Restaurants"",""Beach Club""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Private Buggy""]"
0e84fa6f-57e1-4c3f-bedf-04baee91c539,2026-09-09 14:35:01.952366+00,,35–44,India,Married,2,No,2030 onwards,Investment,Beach Villa,3BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""]",Both,"[""Private Pool""]","[""Blue""]","[""Football"",""Other: Cricket"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas"",""Social Lounge"",""Beach Club""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""3BR"",""nationality"":""India"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""2"",""primary_reason"":""Investment"",""exterior_colour"":[""Blue""],""has_second_home"":""No"",""sport_amenities"":[""Football"",""Other: Cricket"",""Water sports""],""premium_features"":[""Private Pool""],""community_mobility"":[""Personal Car""],""staff_accommodation"":""Both"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Ladies Facilities"",""Restaurants"",""Cafes"",""Retail"",""Picnic Areas"",""Social Lounge"",""Beach Club""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Personal Car""]"
0ebf13e5-d42c-42a4-8a40-b3c5f90e05ee,2026-09-09 13:07:36.522725+00,,45–54,United Kingdom,Married,1,No,2028 – 2029,Both,Villa,3BR,700k–1.5M SAR,"[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""]",Not required,"[""Private Pool""]","[""Sage""]","[""Padel"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes""]",Depends on fees & flexibility,"{""age"":""45–54"",""unit_size"":""3BR"",""nationality"":""United Kingdom"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views"",""Outdoor Space"",""Balconies & Terraces""],""property_type"":""Villa"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Water sports""],""premium_features"":[""Private Pool""],""community_mobility"":[""Cycling""],""staff_accommodation"":""Not required"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Beach Club"",""Restaurants"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Cycling""]"
0ec8b28a-5814-4a9c-aacd-f91b5d2af747,2026-09-10 07:37:49.613482+00,,35–44,Azerbaijan,Married,1,Self-owned,2030 onwards,Both,Apartment,2BR,700k–1.5M SAR,"[""Other: balcony/terrace, facilities like gym, playgrounds, bbq spots. walking distance from the beach. and good service fees""]",,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Other: and white goods: dishwasher, washing+dryer.""]","[""Sage"",""Other: sage, sand, offwhite,""]","[""Other: fitness gym, martial art area with ring, octa cage and bags.""]","[""Spa & Gym"",""Picnic Areas"",""Retail""]",Depends on fees & flexibility,"{""age"":""35–44"",""unit_size"":""2BR"",""nationality"":""Azerbaijan"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Other: balcony/terrace, facilities like gym, playgrounds, bbq spots. walking distance from the beach. and good service fees""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Depends on fees & flexibility"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sage"",""Other: sage, sand, offwhite,""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Other: fitness gym, martial art area with ring, octa cage and bags.""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Other: and white goods: dishwasher, washing+dryer.""],""community_mobility"":[""Walking"",""Shared Buggy / Community Shuttle"",""Personal Car""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Picnic Areas"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Walking"",""Shared Buggy / Community Shuttle"",""Personal Car""]"
0ed0daa5-e715-4ad8-b222-35509d9e60be,2026-09-10 07:21:07.383399+00,,25–34,Egypt,Married,0,Self-owned,2028 – 2029,Family holidays,Beach Villa,3BR,3M–6M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""]",A maid's room,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""]","[""Blue""]","[""Padel"",""Water sports""]","[""Spa & Gym"",""Children's Club"",""Cafes"",""Retail"",""Beach Club"",""Picnic Areas"",""Ladies Facilities"",""Restaurants"",""Social Lounge""]",Yes,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Egypt"",""price_range"":""3M–6M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Sea Views""],""property_type"":""Beach Villa"",""social_status"":""Married"",""timing_to_buy"":""2028 – 2029"",""managed_rental"":""Yes"",""no_of_children"":""0"",""primary_reason"":""Family holidays"",""exterior_colour"":[""Blue""],""has_second_home"":""Self-owned"",""sport_amenities"":[""Padel"",""Water sports""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes"",""Private Pool""],""community_mobility"":[""Walking"",""Private Buggy"",""Cycling"",""Personal Car""],""staff_accommodation"":""A maid's room"",""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Cafes"",""Retail"",""Beach Club"",""Picnic Areas"",""Ladies Facilities"",""Restaurants"",""Social Lounge""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Walking"",""Private Buggy"",""Cycling"",""Personal Car""]"
0f964487-4743-45e3-87af-6e0bbca0fd6d,2026-09-09 13:14:58.043363+00,,25–34,Sri Lanka,Married,1,No,2030 onwards,Both,Apartment,2BR,700k–1.5M SAR,"[""Outdoor Space"",""Balconies & Terraces"",""Privacy""]",,"[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""]","[""Sand"",""Sage""]","[""Padel"",""Tennis"",""Volleyball""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Ladies Facilities"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""]",Yes,"{""age"":""25–34"",""unit_size"":""2BR"",""nationality"":""Sri Lanka"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Outdoor Space"",""Balconies & Terraces"",""Privacy""],""property_type"":""Apartment"",""social_status"":""Married"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Yes"",""no_of_children"":""1"",""primary_reason"":""Both"",""exterior_colour"":[""Sand"",""Sage""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Tennis"",""Volleyball""],""premium_features"":[""Installed Kitchen"",""Kitchen Appliances"",""Built-in Wardrobes""],""community_mobility"":[""Cycling"",""Walking"",""Private Buggy""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Ladies Facilities"",""Picnic Areas"",""Beach Club"",""Restaurants"",""Cafes"",""Retail""],""travel_to_destination"":""Air""}",5+ yrs,Air,"[""Cycling"",""Walking"",""Private Buggy""]"
106e2013-22b8-4396-b670-ed7c316d31d3,2026-09-09 13:09:24.991431+00,,25–34,Saudi Arabia,Single,0,No,2030 onwards,Both,Apartment,3BR,700k–1.5M SAR,"[""Sea Views""]",,"[""Private Pool""]","[""Sand""]","[""Padel"",""Volleyball""]","[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Beach Club"",""Ladies Facilities"",""Cafes""]",Yes,"{""age"":""25–34"",""unit_size"":""3BR"",""nationality"":""Saudi Arabia"",""price_range"":""700k–1.5M SAR"",""payment_plan"":""5+ yrs"",""home_features"":[""Sea Views""],""property_type"":""Apartment"",""social_status"":""Single"",""timing_to_buy"":""2030 onwards"",""managed_rental"":""Yes"",""no_of_children"":""0"",""primary_reason"":""Both"",""exterior_colour"":[""Sand""],""has_second_home"":""No"",""sport_amenities"":[""Padel"",""Volleyball""],""premium_features"":[""Private Pool""],""community_mobility"":[""Cycling""],""staff_accommodation"":null,""additional_amenities"":[""Spa & Gym"",""Children's Club"",""Social Lounge"",""Beach Club"",""Ladies Facilities"",""Cafes""],""travel_to_destination"":""Car""}",5+ yrs,Car,"[""Cycling""]"
